Subject,Trial,Block,Orientation,Luminance,SOA,RT,Error
5,128,5,absent,absent,0.05,195.212,-4.29
5,129,5,present,present,0.05,211.991,1.8728
5,130,5,present,present,-0.05,155.201,14.7308
5,131,5,absent,absent,0.05,184.003,2.0443
5,132,5,absent,present,-0.15,151.995,17.0061
5,133,5,present,absent,-0.15,145.597,7.7365
5,134,5,present,absent,0,156.792,2.1997
5,135,5,present,absent,0,447.192,3.7298
5,136,5,absent,present,0.15,216,-1.725
5,138,5,present,absent,0.15,155.998,7.2475
5,139,5,present,absent,0.15,184,9.2761
5,141,5,present,present,0.05,205.597,8.592
5,142,5,absent,absent,-0.05,176.796,-6.6225
5,143,5,absent,absent,-0.15,179.988,-3.126
5,145,5,present,absent,-0.15,155.197,2.4568
5,147,5,present,absent,-0.05,163.997,-0.3357
5,148,5,present,present,-0.15,163.997,1.3442
5,150,5,absent,absent,0,157.597,2.1014
5,151,5,absent,present,0.05,207.193,-2.7702
5,152,5,absent,absent,0.15,250.395,0.532
5,153,5,present,present,0.15,234.383,-1.6165
5,154,5,present,present,0,166.4,7.3372
5,155,5,present,present,0.05,159.2,-0.6645
5,156,5,absent,present,-0.15,175.997,14.8684
5,157,5,absent,absent,-0.15,166.385,4.6307
5,158,5,absent,present,0,151.199,6.8736
5,159,5,present,present,0.15,213.597,14.1134
5,160,5,absent,absent,0.05,208.798,-3.7109
5,161,5,present,absent,-0.15,130.385,2.5402
5,162,5,present,absent,0.05,169.597,-1.4338
5,163,5,present,present,-0.05,156.799,5.9782
5,164,5,absent,present,-0.15,159.995,9.0577
5,165,5,absent,absent,0,165.597,-1.9706
5,166,5,absent,absent,0.05,192.001,10.025
5,167,5,present,absent,0.15,184.797,10.607
5,168,5,absent,absent,-0.05,163.193,0.0124
5,170,5,absent,absent,-0.05,166.395,11.4467
5,171,5,absent,present,0,208.798,16.7331
5,173,5,absent,absent,0,167.998,6.7863
5,174,5,present,absent,0.05,187.198,5.4299
5,175,5,absent,present,0,155.995,17.966
5,176,5,present,present,0.05,210.397,2.9305
5,177,5,absent,absent,-0.05,107.194,4.8785
5,178,5,absent,absent,0,164,4.1757
6,4,1,absent,absent,0.15,435.996,-4.196
6,6,1,absent,present,0.15,444.794,-1.0652
6,7,1,absent,present,-0.15,215.999,16.7903
6,8,1,absent,absent,0,255.995,2.6237
6,9,1,absent,absent,-0.15,250.4,0.9695
6,12,1,present,absent,-0.15,190.397,15.6779
6,13,1,present,absent,-0.15,235.197,-5.6015
6,14,1,present,present,-0.15,276.792,2.1575
6,15,1,absent,absent,0.15,339.195,2.3958
6,16,1,absent,present,-0.05,275.99,-0.0902
6,18,1,present,absent,0.05,476.796,2.4353
6,19,1,absent,present,0.05,284.799,0.5991
6,21,1,present,present,0.05,217.599,5.9234
6,22,1,absent,present,0.05,416.796,-3.1146
6,23,1,present,absent,0.05,413.593,0.6883
6,24,1,present,absent,-0.15,384.792,0.4633
6,25,1,present,absent,0,388.795,1.0213
6,26,1,absent,absent,0,327.198,3.6805
6,27,1,absent,present,0.15,355.192,0.4707
6,28,1,present,absent,-0.15,263.19,1.3343
6,29,1,present,absent,0.15,285.602,1.3152
6,30,1,present,present,0.15,379.99,-1.1904
6,31,1,present,absent,0,391.999,5.5258
6,33,1,absent,present,-0.05,319.999,-0.4237
6,35,1,absent,absent,0,235.996,0.9025
6,36,1,absent,absent,0,370.398,-4.1702
6,37,1,absent,present,0.15,331.197,3.024
6,38,1,present,present,0.15,412.795,1.7785
6,39,1,present,present,-0.15,189.596,5.116
6,40,1,present,present,0.15,396.793,-5.0699
6,41,1,absent,present,0.15,341.594,0.7896
6,42,1,absent,present,0,219.201,0.6717
6,43,1,present,absent,-0.15,221.599,-5.1481
6,44,1,absent,absent,-0.15,312.792,-1.8038
6,46,1,present,present,0,177.598,0.3954
6,47,1,present,absent,-0.05,250.4,3.0088
6,48,1,absent,present,-0.05,295.196,-0.0483
6,49,1,absent,present,0.05,391.191,4.6072
6,50,1,present,present,0.05,336.803,0.3865
6,51,1,present,present,0,245.597,5.5878
6,54,1,present,absent,-0.15,223.195,5.9923
6,55,1,absent,absent,0.15,423.194,6.512
6,56,1,present,present,0,245.591,4.6052
6,58,1,present,present,-0.05,428.793,-0.3958
6,59,1,absent,absent,-0.05,235.999,-0.2571
6,61,1,absent,present,0,394.393,-1.7629
6,63,1,absent,absent,0.15,348.001,0.7858
6,64,1,present,present,0,226.399,11.8568
6,65,1,present,absent,0.05,254.379,5.3303
6,66,1,absent,present,-0.05,263.197,-6.478
6,67,1,absent,present,0.05,299.198,5.8649
6,69,1,present,present,0,275.996,-1.3743
6,70,1,absent,absent,0,235.998,0.4825
6,71,1,present,present,0,258.39,-2.6863
6,72,1,present,present,-0.05,514.396,2.1947
6,73,1,absent,present,0,219.998,2.639
6,74,1,absent,absent,0.15,384.792,0.8565
6,75,1,absent,absent,-0.15,367.997,-2.5352
6,76,1,present,present,0.05,351.996,-5.0362
6,77,1,present,absent,0.05,331.203,-1.1126
6,79,1,absent,absent,-0.15,278.393,4.8126
6,80,1,present,present,0.15,346.392,-7.0334
6,81,1,present,absent,0.05,244.799,1.2986
6,82,1,present,present,-0.15,241.594,0.3622
6,84,1,present,absent,-0.15,376.792,1.3175
6,86,1,present,present,-0.15,235.197,-4.4377
6,87,1,absent,absent,-0.05,318.397,5.4119
6,88,1,absent,present,0.05,272.796,1.9045
6,90,1,absent,present,-0.05,235.997,-2.3683
6,93,1,present,absent,0.05,296.794,-0.4137
6,94,1,present,present,0.05,265.593,-6.425
6,95,1,absent,absent,0.05,221.597,-0.643
6,96,1,absent,present,-0.15,225.599,6.6729
6,97,1,absent,present,-0.15,252.798,0.5394
6,102,1,absent,absent,0.05,199.196,-1.0992
6,103,1,present,absent,-0.05,208.796,-1.8736
6,104,1,present,absent,0.05,235.196,4.9706
6,105,1,present,absent,0,269.596,-3.248
6,106,1,absent,absent,0.05,235.998,3.5525
6,107,1,absent,present,-0.15,259.995,-4.1684
6,109,1,absent,absent,-0.05,356.793,-0.0664
6,113,1,present,absent,-0.15,450.395,-2.5484
6,114,1,absent,present,0.15,355.193,1.7251
6,116,1,absent,present,0,259.194,3.4822
6,117,1,present,present,-0.15,241.603,0.3425
6,118,1,present,absent,0,301.615,-2.4051
6,119,1,absent,present,0.05,362.399,4.059
6,120,1,absent,present,-0.15,306.397,9.6352
6,121,1,absent,present,-0.15,273.594,5.5557
6,123,1,absent,present,0.05,237.596,-1.0711
6,124,1,absent,absent,0.15,332.791,-8.4733
6,125,1,present,absent,-0.15,246.396,-3.6856
6,127,1,present,present,0.15,259.994,0.862
6,128,1,present,present,0.05,250.401,3.4241
6,129,1,present,absent,0,243.999,-1.3975
6,131,1,present,absent,0.15,180.002,1.295
6,132,1,absent,present,0,264.794,-0.5662
6,136,1,absent,absent,0,347.197,4.2098
6,140,1,absent,present,0.15,395.197,3.3582
6,141,1,absent,absent,0,198.398,2.9763
6,143,1,present,absent,0.05,337.597,-3.9414
6,144,1,present,absent,-0.05,216.796,14.9119
6,145,1,absent,present,-0.05,215.991,-3.0926
6,146,1,present,absent,-0.05,218.398,-3.6609
6,148,1,present,present,0.05,321.594,-11.7377
6,149,1,present,present,0.05,311.995,6.4318
6,150,1,present,absent,0,248.797,11.4818
6,153,1,present,present,-0.05,242.395,-1.3003
6,154,1,present,present,-0.05,240.796,2.9689
6,155,1,absent,present,0,233.595,10.0756
6,156,1,absent,absent,-0.05,330.396,4.1064
6,157,1,present,absent,0.15,455.191,2.5598
6,158,1,absent,absent,-0.15,243.194,1.403
6,159,1,absent,present,-0.15,348.794,-3.7165
6,160,1,present,present,0.05,216.797,0.5664
6,161,1,present,present,0.15,318.396,3.8571
6,162,1,present,absent,0.05,210.395,2.8271
6,163,1,present,absent,0.15,263.997,-0.6342
6,164,1,present,present,0.15,242.392,-2.1685
6,166,1,absent,present,0.15,223.197,1.2543
6,167,1,present,present,-0.15,311.197,-0.8047
6,168,1,present,absent,-0.15,220.802,0.3002
6,170,1,present,absent,0.05,247.192,6.6556
6,171,1,absent,present,0.05,295.995,0.6197
6,172,1,absent,absent,0,302.394,-0.9706
6,173,1,present,absent,0.15,383.995,4.0492
6,174,1,present,absent,-0.15,302.393,2.4978
6,175,1,present,absent,-0.05,329.596,4.2648
6,176,1,absent,present,0.15,486.394,3.7919
6,177,1,absent,absent,0.15,246.402,-1.3381
6,178,1,absent,present,0,391.998,-4.839
6,179,1,absent,present,-0.15,287.999,-6.0261
6,180,1,absent,present,-0.05,203.202,2.2566
6,1,2,present,absent,0.05,478.394,-2.3224
6,2,2,present,present,-0.15,314.401,1.135
6,3,2,absent,present,0.05,261.599,1.9233
6,4,2,absent,absent,-0.05,222.401,5.1734
6,5,2,absent,present,0,321.599,5.4808
6,7,2,absent,absent,0.15,291.998,3.6228
6,8,2,absent,absent,0,212.798,-3.6213
6,9,2,present,present,-0.15,223.198,6.5622
6,11,2,absent,present,-0.15,193.598,0.3448
6,12,2,present,present,-0.05,283.991,-0.4925
6,14,2,present,present,-0.15,238.398,0.8881
6,15,2,present,present,-0.05,217.591,0.3339
6,16,2,present,present,0,259.198,0.6096
6,17,2,absent,present,0,205.595,1.285
6,19,2,absent,absent,-0.15,183.2,-1.544
6,20,2,present,present,0,232.794,1.4806
6,21,2,absent,absent,0,343.991,2.5152
6,24,2,present,absent,-0.05,239.2,-1.7926
6,25,2,present,absent,0.15,371.995,0.6206
6,28,2,present,absent,-0.15,237.592,2.9489
6,29,2,absent,absent,-0.05,240.79,2.9896
6,31,2,absent,absent,-0.05,355.998,-2.6093
6,32,2,present,present,0.15,385.59,-0.3212
6,33,2,present,present,0.15,385.599,0.4184
6,34,2,absent,present,0.15,248.79,5.0149
6,36,2,absent,absent,0.05,278.397,-1.1942
6,38,2,present,absent,0,376.793,-6.0415
6,40,2,present,absent,0.15,416.796,3.1245
6,41,2,absent,absent,-0.05,242.399,-3.599
6,42,2,absent,present,0,247.996,15.9135
6,43,2,absent,present,0.15,351.198,-9.9529
6,44,2,present,present,0,407.197,-13.5589
6,46,2,absent,absent,0.05,375.194,2.9823
6,47,2,present,absent,0.05,414.392,0.2465
6,48,2,absent,present,-0.05,248.798,0.4667
6,51,2,absent,present,0.05,243.996,3.7856
6,52,2,absent,present,0,284.798,4.4527
6,53,2,absent,present,0.05,254.402,5.2391
6,55,2,absent,present,-0.05,215.194,5.4816
6,56,2,present,present,-0.05,203.996,5.8868
6,57,2,absent,absent,-0.05,287.202,2.9562
6,58,2,absent,present,0,188,1.9957
6,59,2,absent,absent,0,179.198,1.8257
6,62,2,absent,absent,0,241.6,-3.6112
6,65,2,present,present,0.05,337.598,-2.0016
6,66,2,present,present,0.05,229.595,9.5334
6,67,2,absent,present,0,227.197,2.8019
6,68,2,absent,absent,-0.05,285.597,-0.2994
6,69,2,present,absent,0,227.992,5.6874
6,71,2,absent,present,0,173.599,-2.2082
6,72,2,present,absent,0,275.195,5.6767
6,73,2,absent,absent,0.05,322.391,-5.1054
6,74,2,absent,present,0.15,308.797,5.4532
6,75,2,absent,absent,0.15,331.994,-2.5136
6,76,2,present,present,-0.05,259.197,2.4255
6,77,2,present,present,0.15,243.195,18.8141
6,78,2,present,absent,0.05,221.599,3.0389
6,79,2,present,present,-0.15,247.194,1.3491
6,81,2,absent,absent,-0.15,275.19,-6.7086
6,82,2,absent,absent,0.15,333.592,-0.6919
6,83,2,present,present,-0.15,301.589,-5.9017
6,84,2,present,absent,-0.15,230.396,-4.4243
6,86,2,present,present,0,288.795,3.7163
6,87,2,present,absent,-0.15,298.395,-8.2067
6,89,2,present,present,-0.15,352.796,-1.0531
6,90,2,absent,present,0.15,279.199,5.899
6,91,2,absent,absent,0,239.199,1.4302
6,92,2,absent,present,0,287.193,-14.1079
6,94,2,present,absent,0.15,301.613,-2.2585
6,95,2,absent,present,-0.05,340.795,-5.0471
6,98,2,absent,absent,0,240.793,0.6801
6,99,2,present,absent,-0.05,281.602,-0.6742
6,100,2,present,absent,0.15,290.397,-3.8291
6,102,2,present,present,-0.15,235.197,3.2756
6,103,2,absent,absent,-0.05,341.592,-0.1744
6,104,2,present,absent,0,302.392,4.1521
6,105,2,absent,absent,-0.05,249.596,9.4657
6,106,2,absent,present,0.15,307.193,-9.2615
6,110,2,present,absent,-0.05,207.993,18.7345
6,111,2,present,present,-0.15,249.596,-3.8104
6,113,2,absent,present,0.05,242.401,6.7932
6,114,2,absent,present,0.15,247.996,6.7396
6,115,2,present,absent,-0.05,223.993,0.4978
6,116,2,absent,present,0.05,261.598,3.9241
6,118,2,absent,present,-0.15,232.796,2.4162
6,119,2,present,present,0.15,240.798,12.5109
6,121,2,present,present,-0.05,269.594,-11.9201
6,123,2,absent,absent,-0.05,310.396,-11.8504
6,124,2,absent,absent,-0.05,371.199,-10.9496
6,125,2,present,absent,0,388.797,-3.7282
6,127,2,present,absent,0,222.398,-2.5737
6,128,2,present,present,0,247.201,2.8753
6,129,2,present,absent,-0.05,243.994,-7.0274
6,130,2,absent,absent,0,288.796,-18.281
6,134,2,present,absent,-0.05,239.195,-2.031
6,135,2,absent,absent,-0.05,316.799,-6.7907
6,137,2,present,present,0,284.796,1.3908
6,138,2,present,absent,-0.15,310.401,0.124
6,139,2,absent,present,-0.15,228.795,11.0705
6,140,2,present,absent,0.05,319.996,-12.6408
6,141,2,present,present,0.05,350.392,10.3287
6,142,2,absent,present,-0.05,224.796,5.9426
6,143,2,present,present,-0.15,203.995,-0.2035
6,144,2,absent,absent,0.05,303.995,5.4288
6,145,2,absent,absent,-0.05,218.405,1.9007
6,148,2,absent,present,-0.05,255.192,-0.5909
6,149,2,absent,absent,0.05,348.794,-2.6998
6,150,2,present,present,-0.15,294.394,-7.5733
6,151,2,present,present,0.15,287.995,-1.4211
6,152,2,present,present,-0.15,241.599,-0.7246
6,153,2,present,absent,-0.05,243.193,-1.0302
6,154,2,absent,absent,0,343.993,-17.7789
6,156,2,present,absent,-0.15,441.593,6.1467
6,159,2,absent,absent,0.05,275.196,2.0786
6,160,2,present,present,0.15,367.995,1.3255
6,161,2,present,present,-0.05,273.6,-16.9344
6,162,2,present,present,-0.15,249.604,0.5964
6,163,2,present,present,0.05,316.799,2.1535
6,165,2,present,present,-0.15,206.397,0.4801
6,166,2,absent,present,-0.05,246.399,-0.9036
6,168,2,absent,absent,0.15,231.199,-6.2114
6,169,2,absent,absent,-0.05,252,-1.8045
6,171,2,present,present,0.15,319.999,2.6168
6,173,2,absent,present,-0.05,283.997,0.4512
6,174,2,present,absent,0,239.995,-0.9702
6,175,2,present,absent,0.05,324.803,5.2126
6,179,2,present,present,0.05,277.599,7.7651
6,180,2,present,absent,-0.05,194.396,-3.7579
6,2,3,present,absent,0,308.801,-5.8521
6,3,3,absent,present,-0.05,279.198,5.291
6,4,3,absent,present,0.05,444.792,-9.001
6,5,3,absent,absent,0.15,329.598,-0.9525
6,6,3,present,absent,0.15,374.396,0.4017
6,7,3,absent,absent,-0.05,331.197,-0.2004
6,8,3,absent,absent,0.05,332.804,-1.0749
6,10,3,present,present,0.05,263.995,-2.0393
6,11,3,absent,absent,-0.05,285.609,-6.2124
6,12,3,absent,present,0.05,228.795,-0.1636
6,13,3,absent,present,0.15,316.803,7.6249
6,16,3,present,present,0.15,237.597,5.7799
6,17,3,present,present,0,257.599,3.9163
6,18,3,absent,absent,0,328.791,0.2712
6,19,3,present,present,0,275.193,-8.418
6,20,3,present,absent,0,283.201,-0.4046
6,21,3,present,present,0.15,328.794,-2.6464
6,22,3,absent,present,0.05,279.993,1.4894
6,23,3,present,present,0.15,353.591,-0.3578
6,24,3,present,present,0.15,306.392,-0.7047
6,25,3,present,present,-0.05,331.997,-8.4545
6,26,3,absent,present,0,447.194,2.2448
6,27,3,absent,present,-0.05,296.798,1.1473
6,30,3,absent,present,0.15,350.401,-5.4391
6,31,3,absent,present,-0.15,327.994,3.8533
6,32,3,present,absent,0,400.797,-0.3135
6,34,3,absent,present,-0.05,338.389,-1.5475
6,35,3,absent,present,0.15,250.398,0.0046
6,37,3,absent,present,0,300,-3.2442
6,38,3,present,present,0.15,354.385,-2.9531
6,39,3,present,absent,0.15,393.594,-0.5459
6,40,3,absent,present,-0.15,350.394,2.7094
6,43,3,present,present,-0.05,203.998,0.7418
6,44,3,absent,present,0.05,353.596,-2.0204
6,45,3,absent,absent,-0.05,220.801,1.2103
6,46,3,present,present,-0.15,258.41,3.8006
6,47,3,absent,absent,0.15,287.997,1.3128
6,48,3,present,present,-0.15,248.788,0.716
6,49,3,absent,present,0,243.993,-0.1325
6,50,3,present,absent,-0.05,255.192,1.4692
6,51,3,present,absent,-0.05,254.4,-0.7552
6,53,3,present,present,-0.05,376.795,-1.9528
6,55,3,present,present,0.05,296.791,-0.4227
6,58,3,absent,present,0,251.194,3.7071
6,59,3,absent,present,-0.05,238.396,0.0543
6,61,3,present,absent,0.15,413.603,0.7959
6,62,3,absent,absent,-0.15,416.797,-1.0723
6,63,3,present,present,-0.05,224.803,8.2933
6,64,3,absent,absent,0.05,311.192,-0.9019
6,66,3,absent,present,0,253.595,5.7036
6,67,3,absent,absent,0.15,304.8,3.4773
6,68,3,present,absent,0.15,234.39,11.6322
6,69,3,present,absent,0.15,196.8,19.5661
6,70,3,absent,absent,0.05,405.593,5.6623
6,75,3,present,absent,-0.05,363.999,-1.0357
6,76,3,absent,absent,-0.15,334.4,-9.8235
6,77,3,absent,present,0.15,403.193,-5.8239
6,78,3,absent,absent,0.05,591.992,-4.033
6,79,3,present,present,0.15,402.395,5.0917
6,81,3,absent,absent,0.15,466.39,6.7275
6,82,3,absent,absent,-0.15,265.599,-1.8871
6,83,3,present,absent,0,351.199,1.5001
6,84,3,present,absent,-0.05,382.399,8.6059
6,85,3,present,present,-0.15,285.59,5.9306
6,86,3,present,present,-0.05,297.6,-2.2116
6,87,3,present,present,-0.05,259.999,-10.1849
6,88,3,absent,present,0.05,239.997,3.0943
6,90,3,present,present,0,257.595,9.4074
6,91,3,present,absent,0.15,288.794,-4.1148
6,92,3,present,absent,0.15,326.386,0.9719
6,95,3,absent,present,-0.05,359.196,1.9673
6,96,3,present,absent,-0.05,235.999,6.7241
6,97,3,absent,absent,0.05,336.792,3.1045
6,98,3,present,present,0,471.988,3.7499
6,99,3,present,present,-0.15,322.391,-0.2442
6,102,3,present,present,-0.05,212.798,0.2037
6,103,3,present,present,-0.05,257.599,-15.208
6,104,3,absent,present,-0.05,211.191,-2.8563
6,105,3,absent,present,-0.05,259.998,-5.6713
6,108,3,absent,present,-0.15,306.395,3.9318
6,109,3,absent,present,0.15,275.194,2.6956
6,110,3,absent,present,0,297.596,-10.2071
6,112,3,present,absent,-0.15,339.992,-1.1984
6,113,3,absent,absent,0.05,279.199,-3.1542
6,114,3,present,present,0,340.796,1.5235
6,115,3,present,absent,-0.05,345.595,4.7731
6,117,3,absent,absent,-0.05,339.208,7.2942
6,118,3,present,present,0.05,251.195,-1.8936
6,119,3,absent,absent,0,325.595,-1.0707
6,120,3,absent,present,0.05,309.604,2.2787
6,122,3,present,absent,-0.05,241.595,0.3589
6,124,3,present,present,0.05,269.599,8.0553
6,125,3,absent,absent,0.15,228.795,-1.0036
6,126,3,absent,present,-0.15,283.993,3.74
6,127,3,absent,present,0.05,267.995,-2.2299
6,128,3,present,absent,0.05,326.407,1.8883
6,129,3,present,absent,-0.15,199.996,-1.3848
6,132,3,present,absent,0,300.798,-1.8295
6,133,3,present,present,0.05,279.999,-4.0374
6,134,3,absent,absent,-0.15,216.795,0.5493
6,135,3,absent,present,0.05,351.196,10.2936
6,137,3,absent,absent,-0.15,208.795,-1.2104
6,139,3,absent,present,0,281.597,-5.4168
6,141,3,absent,present,0.05,403.993,4.0116
6,142,3,absent,absent,0.05,227.998,1.4206
6,143,3,present,absent,0.15,367.193,-2.4324
6,144,3,present,present,0.15,287.194,1.6012
6,145,3,absent,absent,0,362.403,5.4316
6,146,3,present,present,-0.05,232.798,5.6557
6,147,3,present,present,-0.15,269.596,1.8771
6,149,3,present,absent,-0.05,238.396,-1.3705
6,150,3,absent,absent,0,298.392,2.6113
6,154,3,present,absent,-0.15,242.395,2.2048
6,156,3,present,absent,-0.15,207.998,3.2173
6,158,3,present,absent,0.05,250.395,-3.5447
6,159,3,present,absent,0.05,320.795,0.0646
6,161,3,absent,present,-0.05,249.594,2.413
6,164,3,absent,absent,-0.05,186.398,-0.2201
6,166,3,absent,present,-0.15,187.201,-2.302
6,168,3,absent,absent,-0.05,267.998,0.7174
6,170,3,present,absent,-0.15,272.792,-2.0094
6,171,3,present,present,-0.05,295.998,1.9364
6,173,3,absent,absent,-0.15,231.197,1.7296
6,174,3,present,absent,0,264.796,-8.8976
6,175,3,present,present,0.05,283.999,-8.0747
6,176,3,present,absent,-0.05,279.199,-4.9511
6,177,3,present,absent,0,204.002,3.6876
6,180,3,absent,absent,0.15,240.796,-3.9172
6,1,4,present,absent,0.15,475.989,8.2113
6,2,4,present,absent,-0.15,295.195,0.1445
6,3,4,present,absent,-0.15,193.594,12.2674
6,5,4,absent,absent,-0.05,331.183,7.051
6,6,4,present,present,0.05,352.795,-5.8049
6,7,4,present,present,0,248.797,6.1417
6,8,4,absent,absent,0.05,338.39,2.8515
6,9,4,present,absent,-0.05,363.995,-2.0937
6,13,4,absent,present,0.05,348.792,3.2999
6,14,4,present,absent,0.15,246.398,8.6432
6,16,4,absent,absent,-0.15,289.58,3.4256
6,17,4,absent,absent,0.05,280.796,-3.7354
6,22,4,present,absent,0.15,297.595,3.555
6,23,4,absent,present,-0.05,248.794,6.2638
6,24,4,absent,absent,0.15,242.397,3.2661
6,25,4,present,present,0,257.596,6.768
6,26,4,present,absent,0.15,312.794,-0.8586
6,28,4,absent,absent,0.15,235.194,-2.7608
6,34,4,absent,absent,0.05,244.797,-2.2268
6,35,4,absent,absent,0.15,332.797,-4.19
6,38,4,absent,present,0.15,342.395,5.1213
6,40,4,absent,absent,0.05,329.597,0.401
6,41,4,present,absent,-0.05,300.792,-1.0857
6,43,4,present,present,0.15,311.984,-4.5793
6,49,4,absent,absent,0,275.998,-8.7015
6,50,4,present,absent,0,237.595,-3.2075
6,51,4,absent,present,-0.05,240.804,-9.694
6,52,4,absent,present,0,307.198,2.4164
6,53,4,present,present,0.05,228.795,-15.2829
6,55,4,absent,absent,0,291.997,-1.8529
6,56,4,present,present,0.05,341.6,-12.9995
6,59,4,absent,present,0.15,272,4.4675
6,63,4,present,absent,-0.15,219.201,-12.9136
6,76,4,absent,absent,0.05,301.596,-8.465
6,78,4,present,absent,-0.05,213.602,12.9751
6,84,4,present,absent,0.05,362.394,8.0327
6,1,5,absent,present,0,588.796,-3.2704
6,2,5,absent,present,0.15,315.198,6.0712
6,3,5,present,absent,-0.05,249.599,0.0009
6,4,5,absent,absent,-0.05,324.798,-3.891
6,5,5,present,absent,-0.15,329.596,0.2553
6,6,5,present,present,-0.05,263.195,1.1244
6,7,5,absent,present,0.05,271.998,1.365
6,9,5,absent,absent,0,261.593,9.2498
6,10,5,absent,absent,-0.15,327.194,-4.1436
6,12,5,present,absent,0,221.597,20.7541
6,16,5,absent,absent,0.15,373.594,-1.8236
6,17,5,present,absent,-0.05,245.595,-1.5527
6,18,5,absent,absent,-0.15,325.602,2.3302
6,20,5,absent,absent,-0.15,233.599,-3.8134
6,22,5,absent,absent,-0.15,267.198,-0.9645
6,23,5,absent,present,0.15,490.397,13.7737
6,25,5,present,present,-0.05,324.796,7.8794
6,26,5,present,absent,-0.05,258.402,-6.3291
6,27,5,absent,absent,0.05,387.19,-3.7538
6,28,5,present,present,0.05,262.396,-3.4087
6,30,5,absent,absent,-0.15,339.997,4.7649
6,31,5,present,present,-0.15,269.596,-3.2181
6,32,5,absent,absent,0.05,260.796,4.2933
6,33,5,absent,absent,-0.05,323.198,2.1851
6,37,5,absent,absent,0,432.797,-3.3036
6,40,5,present,present,0.05,430.404,-3.0889
6,42,5,absent,absent,0.15,326.395,-3.6804
6,43,5,present,present,0.15,337.596,-1.9567
6,44,5,absent,present,-0.05,264.798,-3.235
6,45,5,present,present,0.05,286.394,-2.83
6,46,5,present,absent,0.05,403.196,-0.7443
6,47,5,present,present,0,395.189,2.4001
6,48,5,present,present,-0.05,226.397,20.991
6,49,5,absent,absent,-0.05,243.198,4.1625
6,50,5,present,present,0,467.189,-1.1261
6,53,5,absent,present,0.15,443.193,-2.5277
6,54,5,present,absent,0.15,576.793,4.4728
6,55,5,absent,present,0.15,253.6,11.0003
6,56,5,absent,present,-0.15,253.597,1.6778
6,60,5,present,present,0.15,258.398,3.6759
6,61,5,present,absent,0.05,240.001,-0.3024
6,63,5,present,present,0,235.192,0.7755
6,64,5,present,present,-0.05,280.795,6.9846
6,65,5,absent,absent,0,348.799,-0.7954
6,67,5,present,absent,-0.15,248.788,-3.0295
6,68,5,absent,absent,-0.05,264.797,-3.3234
6,71,5,absent,present,0.05,251.198,3.6601
6,72,5,present,present,-0.15,204.796,6.558
6,73,5,present,absent,0.15,326.397,-2.0726
6,74,5,absent,absent,0.05,186.4,0.2272
6,75,5,absent,present,-0.15,224.795,4.0763
6,77,5,absent,present,0.05,211.996,-0.0944
6,79,5,present,absent,0,294.396,1.6432
6,80,5,present,absent,-0.15,259.196,0.9564
6,83,5,absent,absent,0.05,251.999,-2.7336
6,84,5,absent,present,-0.05,256.794,-1.7576
6,85,5,absent,present,-0.05,256.8,1.7323
6,86,5,present,absent,0,243.999,0.3007
6,88,5,present,present,-0.05,199.996,19.9282
6,91,5,absent,present,0.05,276.796,-1.755
6,92,5,absent,absent,-0.15,236.799,-4.215
6,93,5,present,absent,0,251.996,8.4674
6,95,5,present,present,0.05,238.396,-1.7576
6,96,5,absent,present,-0.15,247.199,5.0736
6,97,5,absent,absent,-0.15,219.98,-3.0185
6,99,5,absent,absent,0.15,289.593,2.6837
6,101,5,absent,absent,-0.05,217.596,-3.0324
6,102,5,present,present,0,279.995,-4.3496
6,103,5,present,absent,-0.15,214.397,7.3807
6,104,5,present,present,0,258.393,4.1281
6,105,5,present,present,-0.05,291.995,0.4954
6,106,5,present,present,-0.15,216.8,12.9274
6,107,5,absent,absent,0.05,296.798,0.1769
6,109,5,present,present,-0.15,255.194,3.5856
6,111,5,absent,present,-0.05,237.603,3.638
6,112,5,absent,absent,0,250.394,4.9332
6,113,5,absent,present,-0.15,268.796,-2.295
6,114,5,absent,present,0,243.198,1.2029
6,115,5,absent,absent,0.05,309.597,-2.1832
6,118,5,present,present,0,251.197,-6.7545
6,119,5,present,absent,0.05,287.19,0.0488
6,121,5,absent,present,0.15,310.391,-0.1077
6,123,5,present,absent,0,249.595,-5.3214
6,125,5,absent,present,0.15,185.596,6.5637
6,126,5,absent,present,0.05,323.198,-0.1598
6,127,5,absent,present,0.15,191.21,14.6996
6,130,5,present,present,0.05,252.788,13.645
6,133,5,present,absent,-0.05,331.193,5.0512
6,134,5,absent,absent,0,357.604,5.2136
6,135,5,present,absent,0.05,223.997,-4.9519
6,138,5,present,absent,0,252.795,3.2943
6,139,5,present,present,0.15,218.4,4.963
6,140,5,absent,present,-0.05,223.995,9.9985
6,144,5,absent,absent,0.15,216.798,1.8238
6,145,5,absent,present,0,283.193,-4.8908
6,146,5,absent,present,0.15,282.397,0.9731
6,148,5,absent,absent,0,294.396,-3.547
6,149,5,absent,absent,0.15,386.395,1.9274
6,150,5,absent,absent,0,352.796,2.8788
6,151,5,absent,absent,0.05,352.794,13.6107
6,152,5,present,present,0.05,300.792,-1.3944
6,153,5,present,present,-0.15,337.597,-7.7452
6,154,5,absent,absent,-0.15,209.59,3.5011
6,155,5,absent,absent,0.15,315.999,9.9702
6,156,5,present,absent,0.15,351.993,-1.3754
6,157,5,absent,absent,0,260.796,10.5632
